timestep,demand+AF8-mid,demand+AF8-south,demand+AF8-north,wind+AF8-mid,pv+AF8-mid,hydro+AF8-mid,wind+AF8-south,pv+AF8-south,hydro+AF8-south,wind+AF8-north,pv+AF8-north,hydro+AF8-north
7002,67223.9348466627,67223.9348466627,67223.9348466627,0.334293756,0,0.4067976578,0.334293756,0,0.4067976578,0.334293756,0,0.4067976578
7003,62870.4488352252,62870.4488352252,62870.4488352252,0.3119835735,0,0.4068386577,0.3119835735,0,0.4068386577,0.3119835735,0,0.4068386577
7004,59166.4787239712,59166.4787239712,59166.4787239712,0.2561014501,0,0.4068797891,0.2561014501,0,0.4068797891,0.2561014501,0,0.4068797891
7005,57029.6098452607,57029.6098452607,57029.6098452607,0.2202184742,0,0.4069210515,0.2202184742,0,0.4069210515,0.2202184742,0,0.4069210515
7006,53203.6152971379,53203.6152971379,53203.6152971379,0.1882191436,0,0.4069624443,0.1882191436,0,0.4069624443,0.1882191436,0,0.4069624443
7007,49410.2887084918,49410.2887084918,49410.2887084918,0.1580035906,0,0.407003967,0.1580035906,0,0.407003967,0.1580035906,0,0.407003967
7008,47142.7479918746,47142.7479918746,47142.7479918746,0.1335580748,0,0.4070456191,0.1335580748,0,0.4070456191,0.1335580748,0,0.4070456191
7009,46317.4016039195,46317.4016039195,46317.4016039195,0.0968321662,0,0.4070874001,0.0968321662,0,0.4070874001,0.0968321662,0,0.4070874001
7010,45965.7406283763,45965.7406283763,45965.7406283763,0.0816749754,0,0.4071293094,0.0816749754,0,0.4071293094,0.0816749754,0,0.4071293094
7011,46626.7863966104,46626.7863966104,46626.7863966104,0.0662467838,0,0.4071713465,0.0662467838,0,0.4071713465,0.0662467838,0,0.4071713465
7012,46443.2693301385,46443.2693301385,46443.2693301385,0.0630326674,0,0.407213511,0.0630326674,0,0.407213511,0.0630326674,0,0.407213511
7013,46949.6227020271,46949.6227020271,46949.6227020271,0.0702876533,0,0.4072558022,0.0702876533,0,0.4072558022,0.0702876533,0,0.4072558022
7014,50270.2247005988,50270.2247005988,50270.2247005988,0.0805121866,0,0.4072982197,0.0805121866,0,0.4072982197,0.0805121866,0,0.4072982197
7015,53153.6525355854,53153.6525355854,53153.6525355854,0.0615635061,0.0015700558,0.4073407629,0.0615635061,0.0015700558,0.4073407629,0.0615635061,0.0015700558,0.4073407629
7016,55366.4263789623,55366.4263789623,55366.4263789623,0.0555633378,0.0438788608,0.4073834313,0.0555633378,0.0438788608,0.4073834313,0.0555633378,0.0438788608,0.4073834313
7017,56609.7304837515,56609.7304837515,56609.7304837515,0.0479747473,0.1395166339,0.4074262244,0.0479747473,0.1395166339,0.4074262244,0.0479747473,0.1395166339,0.4074262244
7018,57425.4686483312,57425.4686483312,57425.4686483312,0.039413808,0.2196894846,0.4074691416,0.039413808,0.2196894846,0.4074691416,0.039413808,0.2196894846,0.4074691416
7019,56046.6885939474,56046.6885939474,56046.6885939474,0.0437751821,0.2815680045,0.4075121825,0.0437751821,0.2815680045,0.4075121825,0.0437751821,0.2815680045,0.4075121825
7020,54040.4915531437,54040.4915531437,54040.4915531437,0.0508794298,0.3109020923,0.4075553464,0.0508794298,0.3109020923,0.4075553464,0.0508794298,0.3109020923,0.4075553464
7021,52282.1866754278,52282.1866754278,52282.1866754278,0.0305966598,0.32013514,0.407598633,0.0305966598,0.32013514,0.407598633,0.0305966598,0.32013514,0.407598633
7022,51607.6893944679,51607.6893944679,51607.6893944679,0.027859226,0.2964250073,0.4076420415,0.027859226,0.2964250073,0.4076420415,0.027859226,0.2964250073,0.4076420415
7023,51574.0606126537,51574.0606126537,51574.0606126537,0.0339054788,0.2478736401,0.4076855715,0.0339054788,0.2478736401,0.4076855715,0.0339054788,0.2478736401,0.4076855715
7024,53098.885662345,53098.885662345,53098.885662345,0.0511334437,0.1747884335,0.4077292226,0.0511334437,0.1747884335,0.4077292226,0.0511334437,0.1747884335,0.4077292226
7025,56988.2944847461,56988.2944847461,56988.2944847461,0.0613048316,0.1416424436,0.407772994,0.0613048316,0.1416424436,0.407772994,0.0613048316,0.1416424436,0.407772994
7026,58022.1393199495,58022.1393199495,58022.1393199495,0.0735323593,0,0.4078168854,0.0735323593,0,0.4078168854,0.0735323593,0,0.4078168854
7027,54163.4768123501,54163.4768123501,54163.4768123501,0.0650052483,0,0.4078608962,0.0650052483,0,0.4078608962,0.0650052483,0,0.4078608962
7028,51632.6707752442,51632.6707752442,51632.6707752442,0.056747443,0,0.4079050258,0.056747443,0,0.4079050258,0.056747443,0,0.4079050258
7029,50898.6025093563,50898.6025093563,50898.6025093563,0.0580018716,0,0.4079492738,0.0580018716,0,0.4079492738,0.0580018716,0,0.4079492738
7030,47606.8251809111,47606.8251809111,47606.8251809111,0.0547759513,0,0.4079936395,0.0547759513,0,0.4079936395,0.0547759513,0,0.4079936395
7031,44307.3612737655,44307.3612737655,44307.3612737655,0.0558245888,0,0.4080381225,0.0558245888,0,0.4080381225,0.0558245888,0,0.4080381225
7032,42058.0761815618,42058.0761815618,42058.0761815618,0.0562908102,0,0.4080827222,0.0562908102,0,0.4080827222,0.0562908102,0,0.4080827222
7033,40928.1491126033,40928.1491126033,40928.1491126033,0.0592619238,0,0.4081274381,0.0592619238,0,0.4081274381,0.0592619238,0,0.4081274381
7034,40606.2736295242,40606.2736295242,40606.2736295242,0.0521878262,0,0.4081722696,0.0521878262,0,0.4081722696,0.0521878262,0,0.4081722696
7035,40944.4830923417,40944.4830923417,40944.4830923417,0.0502556697,0,0.4082172163,0.0502556697,0,0.4082172163,0.0502556697,0,0.4082172163
7036,40526.5253755076,40526.5253755076,40526.5253755076,0.0455645561,0,0.4082622775,0.0455645561,0,0.4082622775,0.0455645561,0,0.4082622775
7037,39539.7608348441,39539.7608348441,39539.7608348441,0.0486881709,0,0.4083074528,0.0486881709,0,0.4083074528,0.0486881709,0,0.4083074528
7038,40979.0726964935,40979.0726964935,40979.0726964935,0.0626693457,0,0.4083527416,0.0626693457,0,0.4083527416,0.0626693457,0,0.4083527416
7039,44373.6580150565,44373.6580150565,44373.6580150565,0.1341315105,0,0.4083981434,0.1341315105,0,0.4083981434,0.1341315105,0,0.4083981434
7040,47887.3853034756,47887.3853034756,47887.3853034756,0.1409547467,0.0125950537,0.4084436576,0.1409547467,0.0125950537,0.4084436576,0.1409547467,0.0125950537,0.4084436576
7041,50619.9640314669,50619.9640314669,50619.9640314669,0.1340167828,0.0412738914,0.4084892837,0.1340167828,0.0412738914,0.4084892837,0.1340167828,0.0412738914,0.4084892837
7042,53613.8864352717,53613.8864352717,53613.8864352717,0.1198751952,0.0684389102,0.4085350212,0.1198751952,0.0684389102,0.4085350212,0.1198751952,0.0684389102,0.4085350212
7043,52697.2619252493,52697.2619252493,52697.2619252493,0.1158113014,0.0914319575,0.4085808695,0.1158113014,0.0914319575,0.4085808695,0.1158113014,0.0914319575,0.4085808695
7044,50496.9787722605,50496.9787722605,50496.9787722605,0.1166301977,0.1083554795,0.408626828,0.1166301977,0.1083554795,0.408626828,0.1166301977,0.1083554795,0.408626828
7045,48806.8922805106,48806.8922805106,48806.8922805106,0.1383937089,0.1413650756,0.4086728964,0.1383937089,0.1413650756,0.4086728964,0.1383937089,0.1413650756,0.4086728964
7046,48039.1952328085,48039.1952328085,48039.1952328085,0.1197994515,0.1300125797,0.4087190739,0.1197994515,0.1300125797,0.4087190739,0.1197994515,0.1300125797,0.4087190739
7047,47828.7751408851,47828.7751408851,47828.7751408851,0.1122218016,0.1016630212,0.4087653601,0.1122218016,0.1016630212,0.4087653601,0.1122218016,0.1016630212,0.4087653601
7048,49820.5598466256,49820.5598466256,49820.5598466256,0.1213253099,0.0625818642,0.4088117544,0.1213253099,0.0625818642,0.4088117544,0.1213253099,0.0625818642,0.4088117544
7049,53812.7766591444,53812.7766591444,53812.7766591444,0.1318686291,0.0602870889,0.4088582564,0.1318686291,0.0602870889,0.4088582564,0.1318686291,0.0602870889,0.4088582564
7050,55022.4519821195,55022.4519821195,55022.4519821195,0.1479860734,0,0.4089048653,0.1479860734,0,0.4089048653,0.1479860734,0,0.4089048653
7051,53302.5799979056,53302.5799979056,53302.5799979056,0.1473787347,0,0.4089515808,0.1473787347,0,0.4089515808,0.1473787347,0,0.4089515808
7052,52021.8038219518,52021.8038219518,52021.8038219518,0.134081896,0,0.4089984022,0.134081896,0,0.4089984022,0.134081896,0,0.4089984022
7053,52283.1474977654,52283.1474977654,52283.1474977654,0.1246729174,0,0.4090453291,0.1246729174,0,0.4090453291,0.1246729174,0,0.4090453291
7054,49129.7285859273,49129.7285859273,49129.7285859273,0.1242301658,0,0.4090923608,0.1242301658,0,0.4090923608,0.1242301658,0,0.4090923608
7055,46219.3977254894,46219.3977254894,46219.3977254894,0.1330656356,0,0.4091394969,0.1330656356,0,0.4091394969,0.1330656356,0,0.4091394969
7056,44410.1692638834,44410.1692638834,44410.1692638834,0.1319366161,0,0.4091867368,0.1319366161,0,0.4091867368,0.1319366161,0,0.4091867368
7057,43997.015658737,43997.015658737,43997.015658737,0.1020592408,0,0.4092340799,0.1020592408,0,0.4092340799,0.1020592408,0,0.4092340799
7058,44634.0408685324,44634.0408685324,44634.0408685324,0.0855990773,0,0.4092815258,0.0855990773,0,0.4092815258,0.0855990773,0,0.4092815258
7059,46379.8550558602,46379.8550558602,46379.8550558602,0.0985284447,0,0.4093290738,0.0985284447,0,0.4093290738,0.0985284447,0,0.4093290738
7060,49601.4923536642,49601.4923536642,49601.4923536642,0.104232916,0,0.4093767234,0.104232916,0,0.4093767234,0.104232916,0,0.4093767234
7061,58360.348782767,58360.348782767,58360.348782767,0.0912930389,0,0.4094244741,0.0912930389,0,0.4094244741,0.0912930389,0,0.4094244741
7062,65282.1129024749,65282.1129024749,65282.1129024749,0.0789551354,0,0.4094723254,0.0789551354,0,0.4094723254,0.0789551354,0,0.4094723254
7063,66563.8499007661,66563.8499007661,66563.8499007661,0.0849297307,8.90631326235816E+AC0-05,0.4095202766,0.0849297307,8.90631326235816E+AC0-05,0.4095202766,0.0849297307,8.90631326235816E+AC0-05,0.4095202766
7064,66590.7529262175,66590.7529262175,66590.7529262175,0.1016959306,0.0378347821,0.4095683273,0.1016959306,0.0378347821,0.4095683273,0.1016959306,0.0378347821,0.4095683273
7065,67469.9053650755,67469.9053650755,67469.9053650755,0.095361603,0.1331030704,0.4096164769,0.095361603,0.1331030704,0.4096164769,0.095361603,0.1331030704,0.4096164769
7066,68239.5240574528,68239.5240574528,68239.5240574528,0.0792499075,0.2211979596,0.4096647248,0.0792499075,0.2211979596,0.4096647248,0.0792499075,0.2211979596,0.4096647248
7067,67288.3099432786,67288.3099432786,67288.3099432786,0.0704939715,0.2861583183,0.4097130706,0.0704939715,0.2861583183,0.4097130706,0.0704939715,0.2861583183,0.4097130706
7068,66615.7343069938,66615.7343069938,66615.7343069938,0.069160551,0.3268209822,0.4097615136,0.069160551,0.3268209822,0.4097615136,0.069160551,0.3268209822,0.4097615136
7069,65717.3654213849,65717.3654213849,65717.3654213849,0.0507043126,0.3425100891,0.4098100533,0.0507043126,0.3425100891,0.4098100533,0.0507043126,0.3425100891,0.4098100533
7070,64867.998474991,64867.998474991,64867.998474991,0.0486101916,0.3191358517,0.4098586892,0.0486101916,0.3191358517,0.4098586892,0.0486101916,0.3191358517,0.4098586892
7071,63671.7746647416,63671.7746647416,63671.7746647416,0.0605406868,0.2662992755,0.4099074207,0.0605406868,0.2662992755,0.4099074207,0.0605406868,0.2662992755,0.4099074207
7072,64002.2975488587,64002.2975488587,64002.2975488587,0.079311115,0.1870193463,0.4099562472,0.079311115,0.1870193463,0.4099562472,0.079311115,0.1870193463,0.4099562472
7073,67736.0531525767,67736.0531525767,67736.0531525767,0.1019156427,0.1327236615,0.4100051683,0.1019156427,0.1327236615,0.4100051683,0.1019156427,0.1327236615,0.4100051683
7074,69299.31109577,69299.31109577,69299.31109577,0.1306183447,0,0.4100541834,0.1306183447,0,0.4100541834,0.1306183447,0,0.4100541834
7075,65242.7191866353,65242.7191866353,65242.7191866353,0.1386153439,0,0.4101032919,0.1386153439,0,0.4101032919,0.1386153439,0,0.4101032919
7076,62312.2110571088,62312.2110571088,62312.2110571088,0.1839988753,0,0.4101524933,0.1839988753,0,0.4101524933,0.1839988753,0,0.4101524933
7077,59271.2083587641,59271.2083587641,59271.2083587641,0.2230010614,0,0.4102017871,0.2230010614,0,0.4102017871,0.2230010614,0,0.4102017871
7078,54286.4620715564,54286.4620715564,54286.4620715564,0.2416125191,0,0.4102511726,0.2416125191,0,0.4102511726,0.2416125191,0,0.4102511726
7079,50866.8953722171,50866.8953722171,50866.8953722171,0.2340113959,0,0.4103006494,0.2340113959,0,0.4103006494,0.2340113959,0,0.4103006494
7080,49058.6277329487,49058.6277329487,49058.6277329487,0.2197239377,0,0.4103502168,0.2197239377,0,0.4103502168,0.2197239377,0,0.4103502168
7081,48217.9081875927,48217.9081875927,48217.9081875927,0.1644131651,0,0.4103998744,0.1644131651,0,0.4103998744,0.1644131651,0,0.4103998744
7082,48444.6622592544,48444.6622592544,48444.6622592544,0.1564558776,0,0.4104496216,0.1564558776,0,0.4104496216,0.1564558776,0,0.4104496216
7083,49692.7704757314,49692.7704757314,49692.7704757314,0.1395338778,0,0.4104994578,0.1395338778,0,0.4104994578,0.1395338778,0,0.4104994578
7084,52448.4089398239,52448.4089398239,52448.4089398239,0.1147803507,0,0.4105493825,0.1147803507,0,0.4105493825,0.1147803507,0,0.4105493825
7085,60085.0248786687,60085.0248786687,60085.0248786687,0.1032770976,0,0.4105993951,0.1032770976,0,0.4105993951,0.1032770976,0,0.4105993951
7086,66665.6970685464,66665.6970685464,66665.6970685464,0.1141051063,0,0.4106494952,0.1141051063,0,0.4106494952,0.1141051063,0,0.4106494952
7087,67690.8945027119,67690.8945027119,67690.8945027119,0.1658860163,0.0001229071,0.4106996821,0.1658860163,0.0001229071,0.4106996821,0.1658860163,0.0001229071,0.4106996821
7088,68098.2831738329,68098.2831738329,68098.2831738329,0.1998579327,0.0183375901,0.4107499552,0.1998579327,0.0183375901,0.4107499552,0.1998579327,0.0183375901,0.4107499552
7089,68514.3192459919,68514.3192459919,68514.3192459919,0.2072357764,0.0746796912,0.4108003141,0.2072357764,0.0746796912,0.4108003141,0.2072357764,0.0746796912,0.4108003141
7090,69322.3708318712,69322.3708318712,69322.3708318712,0.1945762048,0.1346046749,0.4108507582,0.1945762048,0.1346046749,0.4108507582,0.1945762048,0.1346046749,0.4108507582
7091,68578.6943426078,68578.6943426078,68578.6943426078,0.2185126082,0.189088919,0.410901287,0.2185126082,0.189088919,0.410901287,0.2185126082,0.189088919,0.410901287
7092,67965.6896912511,67965.6896912511,67965.6896912511,0.2565267743,0.2280441154,0.4109518998,0.2565267743,0.2280441154,0.4109518998,0.2565267743,0.2280441154,0.4109518998
7093,67007.7498207141,67007.7498207141,67007.7498207141,0.2826295146,0.2404928511,0.4110025961,0.2826295146,0.2404928511,0.4110025961,0.2826295146,0.2404928511,0.4110025961
7094,66303.4670472902,66303.4670472902,66303.4670472902,0.2867658513,0.223611316,0.4110533755,0.2867658513,0.223611316,0.4110533755,0.2867658513,0.223611316,0.4110533755
7095,65028.4558053617,65028.4558053617,65028.4558053617,0.3109246069,0.1821638787,0.4111042372,0.3109246069,0.1821638787,0.4111042372,0.3109246069,0.1821638787,0.4111042372
7096,65034.220739387,65034.220739387,65034.220739387,0.345549532,0.1167215612,0.4111551809,0.345549532,0.1167215612,0.4111551809,0.345549532,0.1167215612,0.4111551809
7097,67806.1931832178,67806.1931832178,67806.1931832178,0.3893720742,0.0977938643,0.4112062059,0.3893720742,0.0977938643,0.4112062059,0.3893720742,0.0977938643,0.4112062059
7098,69008.1819274925,69008.1819274925,69008.1819274925,0.4295645956,0,0.4112573116,0.4295645956,0,0.4112573116,0.4295645956,0,0.4112573116
7099,65466.5907912844,65466.5907912844,65466.5907912844,0.5000772355,0,0.4113084976,0.5000772355,0,0.4113084976,0.5000772355,0,0.4113084976
7100,62150.7929044005,62150.7929044005,62150.7929044005,0.5077217319,0,0.4113597633,0.5077217319,0,0.4113597633,0.5077217319,0,0.4113597633
7101,59383.6245722574,59383.6245722574,59383.6245722574,0.4893683891,0,0.4114111081,0.4893683891,0,0.4114111081,0.4893683891,0,0.4114111081
7102,54731.3228138419,54731.3228138419,54731.3228138419,0.4616394059,0,0.4114625314,0.4616394059,0,0.4114625314,0.4616394059,0,0.4114625314
7103,51379.9745004687,51379.9745004687,51379.9745004687,0.4303099338,0,0.4115140328,0.4303099338,0,0.4115140328,0.4303099338,0,0.4115140328
7104,49385.3073277155,49385.3073277155,49385.3073277155,0.4219452182,0,0.4115656116,0.4219452182,0,0.4115656116,0.4219452182,0,0.4115656116
7105,48204.456674867,48204.456674867,48204.456674867,0.4108427416,0,0.4116172673,0.4108427416,0,0.4116172673,0.4108427416,0,0.4116172673
7106,48371.6397616006,48371.6397616006,48371.6397616006,0.4138688927,0,0.4116689994,0.4138688927,0,0.4116689994,0.4138688927,0,0.4116689994
7107,50016.5676034857,50016.5676034857,50016.5676034857,0.4280353195,0,0.4117208073,0.4280353195,0,0.4117208073,0.4280353195,0,0.4117208073
7108,52710.713437975,52710.713437975,52710.713437975,0.4396748119,0,0.4117726905,0.4396748119,0,0.4117726905,0.4396748119,0,0.4117726905
7109,59630.5559130077,59630.5559130077,59630.5559130077,0.4283111366,0,0.4118246483,0.4283111366,0,0.4118246483,0.4283111366,0,0.4118246483
7110,66257.3475750878,66257.3475750878,66257.3475750878,0.4077275649,0,0.4118766804,0.4077275649,0,0.4118766804,0.4077275649,0,0.4118766804
7111,67998.3576507278,67998.3576507278,67998.3576507278,0.3630172855,0,0.411928786,0.3630172855,0,0.411928786,0.3630172855,0,0.411928786
7112,68129.9903109721,68129.9903109721,68129.9903109721,0.3189646024,0.0147781184,0.4119809646,0.3189646024,0.0147781184,0.4119809646,0.3189646024,0.0147781184,0.4119809646
7113,68646.9127285738,68646.9127285738,68646.9127285738,0.2931902427,0.0675574397,0.4120332157,0.2931902427,0.0675574397,0.4120332157,0.2931902427,0.0675574397,0.4120332157
7114,69078.3219581336,69078.3219581336,69078.3219581336,0.2775432747,0.132644777,0.4120855388,0.2775432747,0.132644777,0.4120855388,0.2775432747,0.132644777,0.4120855388
7115,68650.756017924,68650.756017924,68650.756017924,0.289532699,0.1894436447,0.4121379332,0.289532699,0.1894436447,0.4121379332,0.289532699,0.1894436447,0.4121379332
7116,67932.0609094369,67932.0609094369,67932.0609094369,0.3112824323,0.2175593489,0.4121903985,0.3112824323,0.2175593489,0.4121903985,0.3112824323,0.2175593489,0.4121903985
7117,67105.7536991441,67105.7536991441,67105.7536991441,0.3269646431,0.2348696594,0.4122429341,0.3269646431,0.2348696594,0.4122429341,0.3269646431,0.2348696594,0.4122429341
7118,66675.3052919219,66675.3052919219,66675.3052919219,0.2918935519,0.225881917,0.4122955393,0.2918935519,0.225881917,0.4122955393,0.2918935519,0.225881917,0.4122955393
7119,65427.1970754449,65427.1970754449,65427.1970754449,0.2637544849,0.1896047218,0.4123482138,0.2637544849,0.1896047218,0.4123482138,0.2637544849,0.1896047218,0.4123482138
7120,65957.5710057723,65957.5710057723,65957.5710057723,0.2601727799,0.1269714555,0.4124009568,0.2601727799,0.1269714555,0.4124009568,0.2601727799,0.1269714555,0.4124009568
7121,68673.8157540252,68673.8157540252,68673.8157540252,0.2642251989,0.1242214404,0.4124537679,0.2642251989,0.1242214404,0.4124537679,0.2642251989,0.1242214404,0.4124537679
7122,68375.9608293848,68375.9608293848,68375.9608293848,0.2827488667,0,0.4125066466,0.2827488667,0,0.4125066466,0.2827488667,0,0.4125066466
7123,65162.0101102811,65162.0101102811,65162.0101102811,0.3123268823,0,0.4125595922,0.3123268823,0,0.4125595922,0.3123268823,0,0.4125595922
7124,62646.5772305761,62646.5772305761,62646.5772305761,0.3107955154,0,0.4126126041,0.3107955154,0,0.4126126041,0.3107955154,0,0.4126126041
7125,60110.006259445,60110.006259445,60110.006259445,0.2926036711,0,0.412665682,0.2926036711,0,0.412665682,0.2926036711,0,0.412665682
7126,55204.0474039164,55204.0474039164,55204.0474039164,0.2577149077,0,0.4127188251,0.2577149077,0,0.4127188251,0.2577149077,0,0.4127188251
7127,50839.0315244282,50839.0315244282,50839.0315244282,0.2219305119,0,0.412772033,0.2219305119,0,0.412772033,0.2219305119,0,0.412772033
7128,48550.3527163849,48550.3527163849,48550.3527163849,0.1958628809,0,0.4128253051,0.1958628809,0,0.4128253051,0.1958628809,0,0.4128253051
7129,47336.8341040597,47336.8341040597,47336.8341040597,0.1535006475,0,0.4128786408,0.1535006475,0,0.4128786408,0.1535006475,0,0.4128786408
7130,47469.4275866415,47469.4275866415,47469.4275866415,0.1277259724,0,0.4129320396,0.1277259724,0,0.4129320396,0.1277259724,0,0.4129320396
7131,48714.6533361059,48714.6533361059,48714.6533361059,0.1115467131,0,0.4129855009,0.1115467131,0,0.4129855009,0.1115467131,0,0.4129855009
7132,51482.7824905865,51482.7824905865,51482.7824905865,0.1020563098,0,0.4130390242,0.1020563098,0,0.4130390242,0.1020563098,0,0.4130390242
7133,58338.2498690034,58338.2498690034,58338.2498690034,0.0994138363,0,0.4130926089,0.0994138363,0,0.4130926089,0.0994138363,0,0.4130926089
7134,64879.5283430415,64879.5283430415,64879.5283430415,0.0923713404,0,0.4131462545,0.0923713404,0,0.4131462545,0.0923713404,0,0.4131462545
7135,66973.1602165623,66973.1602165623,66973.1602165623,0.1389432479,0.0002565018,0.4131999604,0.1389432479,0.0002565018,0.4131999604,0.1389432479,0.0002565018,0.4131999604
7136,67299.8398113292,67299.8398113292,67299.8398113292,0.1418137098,0.0227820949,0.4132537261,0.1418137098,0.0227820949,0.4132537261,0.1418137098,0.0227820949,0.4132537261
7137,67861.9208787957,67861.9208787957,67861.9208787957,0.1315288027,0.0852359626,0.413307551,0.1315288027,0.0852359626,0.413307551,0.1315288027,0.0852359626,0.413307551
7138,68842.9204854339,68842.9204854339,68842.9204854339,0.1134306855,0.1413737274,0.4133614346,0.1134306855,0.1413737274,0.4133614346,0.1134306855,0.1413737274,0.4133614346
7139,68160.7366257737,68160.7366257737,68160.7366257737,0.0988777461,0.1902772757,0.4134153762,0.0988777461,0.1902772757,0.4134153762,0.0988777461,0.1902772757,0.4134153762
7140,67583.2824009063,67583.2824009063,67583.2824009063,0.0883156793,0.226553453,0.4134693754,0.0883156793,0.226553453,0.4134693754,0.0883156793,0.226553453,0.4134693754
7141,66398.5884587076,66398.5884587076,66398.5884587076,0.0756367937,0.2628863762,0.4135234317,0.0756367937,0.2628863762,0.4135234317,0.0756367937,0.2628863762,0.4135234317
7142,65656.8336141192,65656.8336141192,65656.8336141192,0.0675711955,0.2492426677,0.4135775443,0.0675711955,0.2492426677,0.4135775443,0.0675711955,0.2492426677,0.4135775443
7143,64723.8751243585,64723.8751243585,64723.8751243585,0.0639388691,0.2033171361,0.4136317129,0.0639388691,0.2033171361,0.4136317129,0.0639388691,0.2033171361,0.4136317129
7144,64825.7222921388,64825.7222921388,64825.7222921388,0.0668693624,0.1402889384,0.4136859368,0.0668693624,0.1402889384,0.4136859368,0.0668693624,0.1402889384,0.4136859368
7145,67351.7242175569,67351.7242175569,67351.7242175569,0.0727388545,0.1106986033,0.4137402155,0.0727388545,0.1106986033,0.4137402155,0.0727388545,0.1106986033,0.4137402155
7146,67678.4038123237,67678.4038123237,67678.4038123237,0.0857093267,0,0.4137945485,0.0857093267,0,0.4137945485,0.0857093267,0,0.4137945485
7147,65021.7300489989,65021.7300489989,65021.7300489989,0.1325271705,0,0.4138489352,0.1325271705,0,0.4138489352,0.1325271705,0,0.4138489352
7148,62150.7929044005,62150.7929044005,62150.7929044005,0.1389088886,0,0.4139033749,0.1389088886,0,0.4139033749,0.1389088886,0,0.4139033749
7149,59791.0132433785,59791.0132433785,59791.0132433785,0.1302421982,0,0.4139578673,0.1302421982,0,0.4139578673,0.1302421982,0,0.4139578673
7150,55138.711484963,55138.711484963,55138.711484963,0.1180902864,0,0.4140124117,0.1180902864,0,0.4140124117,0.1180902864,0,0.4140124117
7151,50653.5928132811,50653.5928132811,50653.5928132811,0.0984033405,0,0.4140670076,0.0984033405,0,0.4140670076,0.0984033405,0,0.4140670076
7152,48062.2549689097,48062.2549689097,48062.2549689097,0.0829872066,0,0.4141216545,0.0829872066,0,0.4141216545,0.0829872066,0,0.4141216545
7153,46654.6502443994,46654.6502443994,46654.6502443994,0.0923627266,0,0.4141763517,0.0923627266,0,0.4141763517,0.0923627266,0,0.4141763517
7154,46822.7941534706,46822.7941534706,46822.7941534706,0.0825493169,0,0.4142310988,0.0825493169,0,0.4142310988,0.0825493169,0,0.4142310988
7155,48271.7142384955,48271.7142384955,48271.7142384955,0.0694338526,0,0.4142858951,0.0694338526,0,0.4142858951,0.0694338526,0,0.4142858951
7156,51078.2762864781,51078.2762864781,51078.2762864781,0.0599990855,0,0.4143407402,0.0599990855,0,0.4143407402,0.0599990855,0,0.4143407402
7157,57153.5559268046,57153.5559268046,57153.5559268046,0.0562441521,0,0.4143956334,0.0562441521,0,0.4143956334,0.0562441521,0,0.4143956334
7158,63620.8510808515,63620.8510808515,63620.8510808515,0.0546367873,0,0.4144505743,0.0546367873,0,0.4144505743,0.0546367873,0,0.4144505743
7159,66602.2827942681,66602.2827942681,66602.2827942681,0.110056151,0.0013519784,0.4145055623,0.110056151,0.0013519784,0.4145055623,0.110056151,0.0013519784,0.4145055623
7160,67641.8925634968,67641.8925634968,67641.8925634968,0.1055062228,0.0288872454,0.4145605967,0.1055062228,0.0288872454,0.4145605967,0.1055062228,0.0288872454,0.4145605967
7161,68370.1958953595,68370.1958953595,68370.1958953595,0.0765664961,0.1132717644,0.4146156772,0.0765664961,0.1132717644,0.4146156772,0.0765664961,0.1132717644,0.4146156772
7162,68997.6128817794,68997.6128817794,68997.6128817794,0.0448287292,0.1906744972,0.4146708031,0.0448287292,0.1906744972,0.4146708031,0.0448287292,0.1906744972,0.4146708031
7163,68298.1342200433,68298.1342200433,68298.1342200433,0.0324018313,0.2444653213,0.4147259739,0.0324018313,0.2444653213,0.4147259739,0.0324018313,0.2444653213,0.4147259739
7164,67063.477516292,67063.477516292,67063.477516292,0.0360461369,0.2731571367,0.4147811891,0.0360461369,0.2731571367,0.4147811891,0.0360461369,0.2731571367,0.4147811891
7165,65666.4418374947,65666.4418374947,65666.4418374947,0.0620497865,0.2751307757,0.414836448,0.0620497865,0.2751307757,0.414836448,0.0620497865,0.2751307757,0.414836448
7166,64307.8390521995,64307.8390521995,64307.8390521995,0.0513342991,0.2486764807,0.4148917501,0.0513342991,0.2486764807,0.4148917501,0.0513342991,0.2486764807,0.4148917501
7167,63598.7521670878,63598.7521670878,63598.7521670878,0.0457110242,0.1959877493,0.414947095,0.0457110242,0.1959877493,0.414947095,0.0457110242,0.1959877493,0.414947095
7168,64089.7323815757,64089.7323815757,64089.7323815757,0.0397030495,0.1264462374,0.415002482,0.0397030495,0.1264462374,0.415002482,0.0397030495,0.1264462374,0.415002482
7169,66868.4305817694,66868.4305817694,66868.4305817694,0.0425187836,0.0994555279,0.4150579105,0.0425187836,0.0994555279,0.4150579105,0.0425187836,0.0994555279,0.4150579105
7170,67098.0671204437,67098.0671204437,67098.0671204437,0.0482583491,0,0.4151133801,0.0482583491,0,0.4151133801,0.0482583491,0,0.4151133801
7171,63492.1008876198,63492.1008876198,63492.1008876198,0.0464672389,0,0.4151688903,0.0464672389,0,0.4151688903,0.0464672389,0,0.4151688903
7172,60554.8670017305,60554.8670017305,60554.8670017305,0.0383115116,0,0.4152244403,0.0383115116,0,0.4152244403,0.0383115116,0,0.4152244403
