timestep,demand+AF8-mid,demand+AF8-south,demand+AF8-north,wind+AF8-mid,pv+AF8-mid,hydro+AF8-mid,wind+AF8-south,pv+AF8-south,hydro+AF8-south,wind+AF8-north,pv+AF8-north,hydro+AF8-north
570,71638.9134877035,71638.9134877035,71638.9134877035,0.4202253258,0,0.425519865,0.4202253258,0,0.425519865,0.4202253258,0,0.425519865
571,69974.7691990675,69974.7691990675,69974.7691990675,0.4362426559,0,0.4255387975,0.4362426559,0,0.4255387975,0.4362426559,0,0.4255387975
572,66167.9910976956,66167.9910976956,66167.9910976956,0.4708867707,0,0.42555773,0.4708867707,0,0.42555773,0.4708867707,0,0.42555773
573,64236.7381992208,64236.7381992208,64236.7381992208,0.4975235633,0,0.4255766624,0.4975235633,0,0.4255766624,0.4975235633,0,0.4255766624
574,63039.5535666339,63039.5535666339,63039.5535666339,0.506726106,0,0.4255955947,0.506726106,0,0.4255955947,0.506726106,0,0.4255955947
575,59439.3522678353,59439.3522678353,59439.3522678353,0.5078074399,0,0.4256145266,0.5078074399,0,0.4256145266,0.5078074399,0,0.4256145266
576,56730.7940982828,56730.7940982828,56730.7940982828,0.5093384414,0,0.4256334581,0.5093384414,0,0.4256334581,0.5093384414,0,0.4256334581
577,54736.1269255297,54736.1269255297,54736.1269255297,0.5408669301,0,0.4256523891,0.5408669301,0,0.4256523891,0.5408669301,0,0.4256523891
578,53439.0167698376,53439.0167698376,53439.0167698376,0.5273932994,0,0.4256713195,0.5273932994,0,0.4256713195,0.5273932994,0,0.4256713195
579,52493.5675896887,52493.5675896887,52493.5675896887,0.5159673608,0,0.4256902492,0.5159673608,0,0.4256902492,0.5159673608,0,0.4256902492
580,52237.028025563,52237.028025563,52237.028025563,0.4966986703,0,0.425709178,0.4966986703,0,0.425709178,0.4966986703,0,0.425709178
581,54187.4973707888,54187.4973707888,54187.4973707888,0.4577489415,0,0.4257281058,0.4577489415,0,0.4257281058,0.4577489415,0,0.4257281058
582,60576.0050931566,60576.0050931566,60576.0050931566,0.4056184346,0,0.4257470326,0.4056184346,0,0.4257470326,0.4056184346,0,0.4257470326
583,66715.659830099,66715.659830099,66715.659830099,0.4639617168,0,0.4257659582,0.4639617168,0,0.4257659582,0.4639617168,0,0.4257659582
584,67610.1854263577,67610.1854263577,67610.1854263577,0.3991259841,0.0258196566,0.4257848824,0.3991259841,0.0258196566,0.4257848824,0.3991259841,0.0258196566,0.4257848824
585,67289.2707656161,67289.2707656161,67289.2707656161,0.3326247681,0.0452674823,0.4258038053,0.3326247681,0.0452674823,0.4258038053,0.3326247681,0.0452674823,0.4258038053
586,67662.0698325854,67662.0698325854,67662.0698325854,0.2548015718,0.0758400566,0.4258227267,0.2548015718,0.0758400566,0.4258227267,0.2548015718,0.0758400566,0.4258227267
587,68494.1419769034,68494.1419769034,68494.1419769034,0.1959332964,0.0966072889,0.4258416464,0.1959332964,0.0966072889,0.4258416464,0.1959332964,0.0966072889,0.4258416464
588,68086.7533057823,68086.7533057823,68086.7533057823,0.1456197441,0.1028597753,0.4258605644,0.1456197441,0.1028597753,0.4258605644,0.1456197441,0.1028597753,0.4258605644
589,67872.4899245088,67872.4899245088,67872.4899245088,0.1263123849,0.1376564867,0.4258794805,0.1263123849,0.1376564867,0.4258794805,0.1263123849,0.1376564867,0.4258794805
590,67173.0112627726,67173.0112627726,67173.0112627726,0.0765692584,0.0983167921,0.4258983946,0.0765692584,0.0983167921,0.4258983946,0.0765692584,0.0983167921,0.4258983946
591,66351.5081641677,66351.5081641677,66351.5081641677,0.0655665497,0.049505615,0.4259173067,0.0655665497,0.049505615,0.4259173067,0.0655665497,0.049505615,0.4259173067
592,65888.3917974687,65888.3917974687,65888.3917974687,0.0599281734,0.0092320299,0.4259362165,0.0599281734,0.0092320299,0.4259362165,0.0599281734,0.0092320299,0.4259362165
593,69776.8397975322,69776.8397975322,69776.8397975322,0.0664774271,0.0001229071,0.425955124,0.0664774271,0.0001229071,0.425955124,0.0664774271,0.0001229071,0.425955124
594,71048.968572448,71048.968572448,71048.968572448,0.0681558599,0,0.4259740291,0.0681558599,0,0.4259740291,0.0681558599,0,0.4259740291
595,69251.2699788925,69251.2699788925,69251.2699788925,0.0525377149,0,0.4259929315,0.0525377149,0,0.4259929315,0.0525377149,0,0.4259929315
596,65810.5651881272,65810.5651881272,65810.5651881272,0.0337094679,0,0.4260118314,0.0337094679,0,0.4260118314,0.0337094679,0,0.4260118314
597,63278.7983286838,63278.7983286838,63278.7983286838,0.0191496345,0,0.4260307284,0.0191496345,0,0.4260307284,0.0191496345,0,0.4260307284
598,62280.5039199697,62280.5039199697,62280.5039199697,0.0267762112,0,0.4260496225,0.0267762112,0,0.4260496225,0.0267762112,0,0.4260496225
599,59091.5345816423,59091.5345816423,59091.5345816423,0.0531851239,0,0.4260685136,0.0531851239,0,0.4260685136,0.0531851239,0,0.4260685136
600,56978.6862613706,56978.6862613706,56978.6862613706,0.0991136686,0,0.4260874015,0.0991136686,0,0.4260874015,0.0991136686,0,0.4260874015
601,55353.9356885741,55353.9356885741,55353.9356885741,0.1446615634,0,0.4261062861,0.1446615634,0,0.4261062861,0.1446615634,0,0.4261062861
602,54003.9803043168,54003.9803043168,54003.9803043168,0.2228805285,0,0.4261251674,0.2228805285,0,0.4261251674,0.2228805285,0,0.4261251674
603,53471.6847293143,53471.6847293143,53471.6847293143,0.3242016491,0,0.4261440451,0.3242016491,0,0.4261440451,0.3242016491,0,0.4261440451
604,54077.9636243081,54077.9636243081,54077.9636243081,0.4072010457,0,0.4261629192,0.4072010457,0,0.4261629192,0.4072010457,0,0.4261629192
605,55889.1137305893,55889.1137305893,55889.1137305893,0.4729893201,0,0.4261817896,0.4729893201,0,0.4261817896,0.4729893201,0,0.4261817896
606,61932.6862337767,61932.6862337767,61932.6862337767,0.5312463371,0,0.4262006561,0.5312463371,0,0.4262006561,0.5312463371,0,0.4262006561
607,68473.0038854773,68473.0038854773,68473.0038854773,0.6035656133,0,0.4262195185,0.6035656133,0,0.4262195185,0.6035656133,0,0.4262195185
608,70321.6260629229,70321.6260629229,70321.6260629229,0.6666248786,0.0576449675,0.4262383769,0.6666248786,0.0576449675,0.4262383769,0.6666248786,0.0576449675,0.4262383769
609,70616.5985205506,70616.5985205506,70616.5985205506,0.7234030214,0.1160604583,0.426257231,0.7234030214,0.1160604583,0.426257231,0.7234030214,0.1160604583,0.426257231
610,71375.6481672149,71375.6481672149,71375.6481672149,0.7511896615,0.1804462326,0.4262760807,0.7511896615,0.1804462326,0.4262760807,0.7511896615,0.1804462326,0.4262760807
611,72140.4627479044,72140.4627479044,72140.4627479044,0.7740040555,0.2260094045,0.4262949259,0.7740040555,0.2260094045,0.4262949259,0.7740040555,0.2260094045,0.4262949259
612,71859.9026253399,71859.9026253399,71859.9026253399,0.7876526257,0.2389339918,0.4263137666,0.7876526257,0.2389339918,0.4263137666,0.7876526257,0.2389339918,0.4263137666
613,70840.4701251997,70840.4701251997,70840.4701251997,0.828872188,0.2158841986,0.4263326024,0.828872188,0.2158841986,0.4263326024,0.828872188,0.2158841986,0.4263326024
614,69659.6194723512,69659.6194723512,69659.6194723512,0.8425687068,0.1661859528,0.4263514334,0.8425687068,0.1661859528,0.4263514334,0.8425687068,0.1661859528,0.4263514334
615,69037.9674199565,69037.9674199565,69037.9674199565,0.8488579292,0.0948295888,0.4263702594,0.8488579292,0.0948295888,0.4263702594,0.8488579292,0.0948295888,0.4263702594
616,69525.1043450942,69525.1043450942,69525.1043450942,0.8571115112,0.021148677,0.4263890803,0.8571115112,0.021148677,0.4263890803,0.8571115112,0.021148677,0.4263890803
617,72816.8816735394,72816.8816735394,72816.8816735394,0.8627854269,0.001553261,0.4264078959,0.8627854269,0.001553261,0.4264078959,0.8627854269,0.001553261,0.4264078959
618,72923.5329530074,72923.5329530074,72923.5329530074,0.8610100764,0,0.4264267062,0.8610100764,0,0.4264267062,0.8610100764,0,0.4264267062
619,70345.6466213616,70345.6466213616,70345.6466213616,0.8669855349,0,0.4264455109,0.8669855349,0,0.4264455109,0.8669855349,0,0.4264455109
620,66632.0682867321,66632.0682867321,66632.0682867321,0.8463809914,0,0.42646431,0.8463809914,0,0.42646431,0.8463809914,0,0.42646431
621,64471.1788495829,64471.1788495829,64471.1788495829,0.8221360222,0,0.4264831034,0.8221360222,0,0.4264831034,0.8221360222,0,0.4264831034
622,63544.9461161851,63544.9461161851,63544.9461161851,0.7972089203,0,0.4265018908,0.7972089203,0,0.4265018908,0.7972089203,0,0.4265018908
623,61116.948069197,61116.948069197,61116.948069197,0.7955250028,0,0.4265206723,0.7955250028,0,0.4265206723,0.7955250028,0,0.4265206723
624,58198.9306300587,58198.9306300587,58198.9306300587,0.8023592677,0,0.4265394476,0.8023592677,0,0.4265394476,0.8023592677,0,0.4265394476
625,55816.0912329355,55816.0912329355,55816.0912329355,0.8423648203,0,0.4265582166,0.8423648203,0,0.4265582166,0.8423648203,0,0.4265582166
626,53610.0431459214,53610.0431459214,53610.0431459214,0.8336254346,0,0.4265769792,0.8336254346,0,0.4265769792,0.8336254346,0,0.4265769792
627,52544.4911735789,52544.4911735789,52544.4911735789,0.8311893728,0,0.4265957352,0.8311893728,0,0.4265957352,0.8311893728,0,0.4265957352
628,51520.2545617509,51520.2545617509,51520.2545617509,0.8173603784,0,0.4266144846,0.8173603784,0,0.4266144846,0.8173603784,0,0.4266144846
629,50371.1110460415,50371.1110460415,50371.1110460415,0.8031981349,0,0.4266332272,0.8031981349,0,0.4266332272,0.8031981349,0,0.4266332272
630,49609.1789323646,49609.1789323646,49609.1789323646,0.7998258221,0,0.4266519628,0.7998258221,0,0.4266519628,0.7998258221,0,0.4266519628
631,52594.4539351315,52594.4539351315,52594.4539351315,0.850886863,0,0.4266706914,0.850886863,0,0.4266706914,0.850886863,0,0.4266706914
632,55196.360825216,55196.360825216,55196.360825216,0.8481228578,0.0224670658,0.4266894128,0.8481228578,0.0224670658,0.4266894128,0.8481228578,0.0224670658,0.4266894128
633,57925.096263857,57925.096263857,57925.096263857,0.8228122842,0.0301677187,0.4267081268,0.8228122842,0.0301677187,0.4267081268,0.8228122842,0.0301677187,0.4267081268
634,59981.2560662133,59981.2560662133,59981.2560662133,0.7928036284,0.0612184348,0.4267268334,0.7928036284,0.0612184348,0.4267268334,0.7928036284,0.0612184348,0.4267268334
635,61149.6160286737,61149.6160286737,61149.6160286737,0.774266748,0.0847051463,0.4267455323,0.774266748,0.0847051463,0.4267455323,0.774266748,0.0847051463,0.4267455323
636,60289.6800365668,60289.6800365668,60289.6800365668,0.7515259661,0.097859771,0.4267642236,0.7515259661,0.097859771,0.4267642236,0.7515259661,0.097859771,0.4267642236
637,58265.2273713496,58265.2273713496,58265.2273713496,0.6578385565,0.1077300018,0.4267829069,0.6578385565,0.1077300018,0.4267829069,0.6578385565,0.1077300018,0.4267829069
638,56300.3456910605,56300.3456910605,56300.3456910605,0.6465828843,0.0814596858,0.4268015822,0.6465828843,0.0814596858,0.4268015822,0.6465828843,0.0814596858,0.4268015822
639,55518.2363082951,55518.2363082951,55518.2363082951,0.6080353892,0.0481416768,0.4268202494,0.6080353892,0.0481416768,0.4268202494,0.6080353892,0.0481416768,0.4268202494
640,55735.3821565813,55735.3821565813,55735.3821565813,0.5442845531,0.0085498063,0.4268389083,0.5442845531,0.0085498063,0.4268389083,0.5442845531,0.0085498063,0.4268389083
641,60134.0268178837,60134.0268178837,60134.0268178837,0.4941445166,0.0001300322,0.4268575588,0.4941445166,0.0001300322,0.4268575588,0.4941445166,0.0001300322,0.4268575588
642,61929.8037667641,61929.8037667641,61929.8037667641,0.4690150015,0,0.4268762007,0.4690150015,0,0.4268762007,0.4690150015,0,0.4268762007
643,59482.589273025,59482.589273025,59482.589273025,0.6548649573,0,0.4268948339,0.6548649573,0,0.4268948339,0.6548649573,0,0.4268948339
644,55994.8041877197,55994.8041877197,55994.8041877197,0.6410022481,0,0.4269134583,0.6410022481,0,0.4269134583,0.6410022481,0,0.4269134583
645,54755.3433722807,54755.3433722807,54755.3433722807,0.5961860011,0,0.4269320737,0.5961860011,0,0.4269320737,0.5961860011,0,0.4269320737
646,55888.1529082517,55888.1529082517,55888.1529082517,0.5235994558,0,0.42695068,0.5235994558,0,0.42695068,0.5235994558,0,0.42695068
647,53024.9023423537,53024.9023423537,53024.9023423537,0.4808012373,0,0.4269692771,0.4808012373,0,0.4269692771,0.4808012373,0,0.4269692771
648,50478.7231478471,50478.7231478471,50478.7231478471,0.4540447516,0,0.4269878647,0.4540447516,0,0.4269878647,0.4540447516,0,0.4269878647
649,48219.8298322678,48219.8298322678,48219.8298322678,0.6913343354,0,0.4270064428,0.6913343354,0,0.4270064428,0.6913343354,0,0.4270064428
650,46926.5629659259,46926.5629659259,46926.5629659259,0.6978695646,0,0.4270250113,0.6978695646,0,0.4270250113,0.6978695646,0,0.4270250113
651,46718.0645186777,46718.0645186777,46718.0645186777,0.7188880342,0,0.4270435699,0.7188880342,0,0.4270435699,0.7188880342,0,0.4270435699
652,46901.5815851496,46901.5815851496,46901.5815851496,0.736881462,0,0.4270621186,0.736881462,0,0.4270621186,0.736881462,0,0.4270621186
653,45928.2685572118,45928.2685572118,45928.2685572118,0.7772110508,0,0.4270806572,0.7772110508,0,0.4270806572,0.7772110508,0,0.4270806572
654,43674.1793533203,43674.1793533203,43674.1793533203,0.8138723903,0,0.4270991855,0.8138723903,0,0.4270991855,0.8138723903,0,0.4270991855
655,45024.1347375776,45024.1347375776,45024.1347375776,0.8566204693,0,0.4271177035,0.8566204693,0,0.4271177035,0.8566204693,0,0.4271177035
656,47735.5753741428,47735.5753741428,47735.5753741428,0.8663475035,0.0218634723,0.4271362109,0.8663475035,0.0218634723,0.4271362109,0.8663475035,0.0218634723,0.4271362109
657,51345.3848963169,51345.3848963169,51345.3848963169,0.8879893367,0.0199341103,0.4271547077,0.8879893367,0.0199341103,0.4271547077,0.8879893367,0.0199341103,0.4271547077
658,54410.4081531003,54410.4081531003,54410.4081531003,0.8970311118,0.0513774676,0.4271731936,0.8970311118,0.0513774676,0.4271731936,0.8970311118,0.0513774676,0.4271731936
659,57112.24056629,57112.24056629,57112.24056629,0.9172086753,0.0762367692,0.4271916686,0.9172086753,0.0762367692,0.4271916686,0.9172086753,0.0762367692,0.4271916686
660,57131.457013041,57131.457013041,57131.457013041,0.9360102049,0.0839300426,0.4272101325,0.9360102049,0.0839300426,0.4272101325,0.9360102049,0.0839300426,0.4272101325
661,55533.6094656959,55533.6094656959,55533.6094656959,0.9385159048,0.1012693622,0.4272285851,0.9385159048,0.1012693622,0.4272285851,0.9385159048,0.1012693622,0.4272285851
662,54457.4884476403,54457.4884476403,54457.4884476403,0.9441622553,0.0666243125,0.4272470264,0.9441622553,0.0666243125,0.4272470264,0.9441622553,0.0666243125,0.4272470264
663,54014.5493500299,54014.5493500299,54014.5493500299,0.9527470935,0.0349091855,0.4272654561,0.9527470935,0.0349091855,0.4272654561,0.9527470935,0.0349091855,0.4272654561
664,54670.7910065763,54670.7910065763,54670.7910065763,0.9566106094,0.0080686109,0.4272838741,0.9566106094,0.0080686109,0.4272838741,0.9566106094,0.0080686109,0.4272838741
665,58643.7913723442,58643.7913723442,58643.7913723442,0.9578759022,0,0.4273022802,0.9578759022,0,0.4273022802,0.9578759022,0,0.4273022802
666,60559.6711134182,60559.6711134182,60559.6711134182,0.9540950057,0,0.4273206744,0.9540950057,0,0.4273206744,0.9540950057,0,0.4273206744
667,59328.8576990171,59328.8576990171,59328.8576990171,0.9470948036,0,0.4273390565,0.9470948036,0,0.4273390565,0.9470948036,0,0.4273390565
668,57377.4275314537,57377.4275314537,57377.4275314537,0.9376681658,0,0.4273574263,0.9376681658,0,0.4273574263,0.9376681658,0,0.4273574263
669,57033.4531346109,57033.4531346109,57033.4531346109,0.9244122385,0,0.4273757836,0.9244122385,0,0.4273757836,0.9244122385,0,0.4273757836
670,58284.4438181006,58284.4438181006,58284.4438181006,0.9148023943,0,0.4273941284,0.9148023943,0,0.4273941284,0.9148023943,0,0.4273941284
671,55608.5536080248,55608.5536080248,55608.5536080248,0.9117572335,0,0.4274124605,0.9117572335,0,0.4274124605,0.9117572335,0,0.4274124605
672,53110.4155303956,53110.4155303956,53110.4155303956,0.9057421926,0,0.4274307797,0.9057421926,0,0.4274307797,0.9057421926,0,0.4274307797
673,51039.8433929761,51039.8433929761,51039.8433929761,0.9039857153,0,0.4274490858,0.9039857153,0,0.4274490858,0.9039857153,0,0.4274490858
674,50091.5117458146,50091.5117458146,50091.5117458146,0.9013936697,0,0.4274673788,0.9013936697,0,0.4274673788,0.9013936697,0,0.4274673788
675,50219.3011167087,50219.3011167087,50219.3011167087,0.8910454681,0,0.4274856585,0.8910454681,0,0.4274856585,0.8910454681,0,0.4274856585
676,51127.2782256931,51127.2782256931,51127.2782256931,0.866835133,0,0.4275039247,0.866835133,0,0.4275039247,0.866835133,0,0.4275039247
677,53194.9678961,53194.9678961,53194.9678961,0.8439282106,0,0.4275221772,0.8439282106,0,0.4275221772,0.8439282106,0,0.4275221772
678,60003.354979977,60003.354979977,60003.354979977,0.7913631542,0,0.427540416,0.7913631542,0,0.427540416,0.7913631542,0,0.427540416
679,66729.1113428246,66729.1113428246,66729.1113428246,0.7475675093,0,0.4275586408,0.7475675093,0,0.4275586408,0.7475675093,0,0.4275586408
680,68516.240890667,68516.240890667,68516.240890667,0.6435427285,0.0177848897,0.4275768516,0.6435427285,0.0177848897,0.4275768516,0.6435427285,0.0177848897,0.4275768516
681,68547.9480278062,68547.9480278062,68547.9480278062,0.5608722224,0.0150389461,0.4275950481,0.5608722224,0.0150389461,0.4275950481,0.5608722224,0.0150389461,0.4275950481
682,69410.7664869258,69410.7664869258,69410.7664869258,0.4773533266,0.0374571545,0.4276132302,0.4773533266,0.0374571545,0.4276132302,0.4773533266,0.0374571545,0.4276132302
683,69958.4352193291,69958.4352193291,69958.4352193291,0.3934566083,0.0580348095,0.4276313978,0.3934566083,0.0580348095,0.4276313978,0.3934566083,0.0580348095,0.4276313978
684,69510.692010031,69510.692010031,69510.692010031,0.3230970648,0.0681628145,0.4276495507,0.3230970648,0.0681628145,0.4276495507,0.3230970648,0.0681628145,0.4276495507
685,69149.4228111123,69149.4228111123,69149.4228111123,0.301405565,0.0766884465,0.4276676887,0.301405565,0.0766884465,0.4276676887,0.301405565,0.0766884465,0.4276676887
686,68220.3076107018,68220.3076107018,68220.3076107018,0.2691852729,0.0640208699,0.4276858117,0.2691852729,0.0640208699,0.4276858117,0.2691852729,0.0640208699,0.4276858117
687,67060.5950492793,67060.5950492793,67060.5950492793,0.2430069163,0.0391503718,0.4277039195,0.2430069163,0.0391503718,0.4277039195,0.2430069163,0.0391503718,0.4277039195
688,65982.5523865486,65982.5523865486,65982.5523865486,0.2093173904,0.0083805863,0.427722012,0.2093173904,0.0083805863,0.427722012,0.2093173904,0.0083805863,0.427722012
689,69318.527542521,69318.527542521,69318.527542521,0.1835852162,0,0.4277400891,0.1835852162,0,0.4277400891,0.1835852162,0,0.4277400891
690,70312.0178395474,70312.0178395474,70312.0178395474,0.171393212,0,0.4277581504,0.171393212,0,0.4277581504,0.171393212,0,0.4277581504
691,68237.6024127777,68237.6024127777,68237.6024127777,0.1992352389,0,0.427776196,0.1992352389,0,0.427776196,0.1992352389,0,0.427776196
692,64524.9849004857,64524.9849004857,64524.9849004857,0.2289166359,0,0.4277942257,0.2289166359,0,0.4277942257,0.2289166359,0,0.4277942257
693,62119.0857672613,62119.0857672613,62119.0857672613,0.2795011502,0,0.4278122392,0.2795011502,0,0.4278122392,0.2795011502,0,0.4278122392
694,60676.8914385993,60676.8914385993,60676.8914385993,0.3164748601,0,0.4278302365,0.3164748601,0,0.4278302365,0.3164748601,0,0.4278302365
695,56104.3379342004,56104.3379342004,56104.3379342004,0.3415207909,0,0.4278482173,0.3415207909,0,0.4278482173,0.3415207909,0,0.4278482173
696,53038.3538550794,53038.3538550794,53038.3538550794,0.3912198551,0,0.4278661816,0.3912198551,0,0.4278661816,0.3912198551,0,0.4278661816
697,51215.6738807477,51215.6738807477,51215.6738807477,0.5086524351,0,0.4278841291,0.5086524351,0,0.4278841291,0.5086524351,0,0.4278841291
698,50513.3127519989,50513.3127519989,50513.3127519989,0.5458334592,0,0.4279020597,0.5458334592,0,0.4279020597,0.5458334592,0,0.4279020597
699,51291.5788454141,51291.5788454141,51291.5788454141,0.5829400926,0,0.4279199732,0.5829400926,0,0.4279199732,0.5829400926,0,0.4279199732
700,52772.2060675781,52772.2060675781,52772.2060675781,0.6193670352,0,0.4279378695,0.6193670352,0,0.4279378695,0.6193670352,0,0.4279378695
701,54805.3061338332,54805.3061338332,54805.3061338332,0.6294827859,0,0.4279557484,0.6294827859,0,0.4279557484,0.6294827859,0,0.4279557484
702,61358.114475922,61358.114475922,61358.114475922,0.6315185235,0,0.4279736098,0.6315185235,0,0.4279736098,0.6315185235,0,0.4279736098
703,67669.7564112858,67669.7564112858,67669.7564112858,0.6462654379,0,0.4279914534,0.6462654379,0,0.4279914534,0.6462654379,0,0.4279914534
704,69096.577582547,69096.577582547,69096.577582547,0.6220811209,0.0722777857,0.4280092792,0.6220811209,0.0722777857,0.4280092792,0.6220811209,0.0722777857,0.4280092792
705,68694.9538454513,68694.9538454513,68694.9538454513,0.5982750587,0.06460945,0.428027087,0.5982750587,0.06460945,0.428027087,0.5982750587,0.06460945,0.428027087
706,69233.0143544791,69233.0143544791,69233.0143544791,0.5794987838,0.1014571582,0.4280448765,0.5794987838,0.1014571582,0.4280448765,0.5794987838,0.1014571582,0.4280448765
707,70025.6927829576,70025.6927829576,70025.6927829576,0.5462643324,0.1252204743,0.4280626477,0.5462643324,0.1252204743,0.4280626477,0.5462643324,0.1252204743,0.4280626477
708,69491.47556328,69491.47556328,69491.47556328,0.5045078032,0.1311271412,0.4280804004,0.5045078032,0.1311271412,0.4280804004,0.5045078032,0.1311271412,0.4280804004
709,68825.625683358,68825.625683358,68825.625683358,0.5030286937,0.1562716993,0.4280981343,0.5030286937,0.1562716993,0.4280981343,0.5030286937,0.1562716993,0.4280981343
710,68000.2792954029,68000.2792954029,68000.2792954029,0.4741077137,0.1179116991,0.4281158494,0.4741077137,0.1179116991,0.4281158494,0.4741077137,0.1179116991,0.4281158494
711,67090.3805417433,67090.3805417433,67090.3805417433,0.4450141272,0.0721597134,0.4281335455,0.4450141272,0.0721597134,0.4281335455,0.4450141272,0.0721597134,0.4281335455
712,66578.2622358294,66578.2622358294,66578.2622358294,0.4202292509,0.0205247261,0.4281512224,0.4202292509,0.0205247261,0.4281512224,0.4202292509,0.0205247261,0.4281512224
713,69588.5186193725,69588.5186193725,69588.5186193725,0.4026826797,0.0001819433,0.42816888,0.4026826797,0.0001819433,0.42816888,0.4026826797,0.0001819433,0.42816888
714,70733.8188457317,70733.8188457317,70733.8188457317,0.412222317,0,0.428186518,0.412222317,0,0.428186518,0.412222317,0,0.428186518
715,68587.3417436457,68587.3417436457,68587.3417436457,0.4818386266,0,0.4282041364,0.4818386266,0,0.4282041364,0.4818386266,0,0.4282041364
716,64792.0935103245,64792.0935103245,64792.0935103245,0.5102452422,0,0.4282217349,0.5102452422,0,0.4282217349,0.5102452422,0,0.4282217349
717,62016.2777771435,62016.2777771435,62016.2777771435,0.5177492546,0,0.4282393134,0.5177492546,0,0.4282393134,0.5177492546,0,0.4282393134
718,60458.7847679755,60458.7847679755,60458.7847679755,0.5102493277,0,0.4282568717,0.5102493277,0,0.4282568717,0.5102493277,0,0.4282568717
719,56021.7072131711,56021.7072131711,56021.7072131711,0.5205413822,0,0.4282744097,0.5205413822,0,0.4282744097,0.5205413822,0,0.4282744097
720,52185.1436193353,52185.1436193353,52185.1436193353,0.5567884797,0,0.4282919271,0.5567884797,0,0.4282919271,0.5567884797,0,0.4282919271
721,50445.0943660328,50445.0943660328,50445.0943660328,0.5799014513,0,0.4283094238,0.5799014513,0,0.4283094238,0.5799014513,0,0.4283094238
722,49435.2700892681,49435.2700892681,49435.2700892681,0.5636273241,0,0.4283268997,0.5636273241,0,0.4283268997,0.5636273241,0,0.4283268997
723,50237.5567411221,50237.5567411221,50237.5567411221,0.5740433157,0,0.4283443546,0.5740433157,0,0.4283443546,0.5740433157,0,0.4283443546
724,51428.9764396837,51428.9764396837,51428.9764396837,0.5859483757,0,0.4283617883,0.5859483757,0,0.4283617883,0.5859483757,0,0.4283617883
725,54106.7882944346,54106.7882944346,54106.7882944346,0.5995080982,0,0.4283792006,0.5995080982,0,0.4283792006,0.5995080982,0,0.4283792006
726,60747.0314692404,60747.0314692404,60747.0314692404,0.6209194648,0,0.4283965913,0.6209194648,0,0.4283965913,0.6209194648,0,0.4283965913
727,67320.0170804177,67320.0170804177,67320.0170804177,0.6664262962,0,0.4284139604,0.6664262962,0,0.4284139604,0.6664262962,0,0.4284139604
728,68748.7598963541,68748.7598963541,68748.7598963541,0.6831582496,0.089150669,0.4284313076,0.6831582496,0.089150669,0.4284313076,0.6831582496,0.089150669,0.4284313076
729,68978.3964350285,68978.3964350285,68978.3964350285,0.7107110539,0.112993124,0.4284486327,0.7107110539,0.112993124,0.4284486327,0.7107110539,0.112993124,0.4284486327
730,69914.2373918018,69914.2373918018,69914.2373918018,0.7328290208,0.1642736401,0.4284659357,0.7328290208,0.1642736401,0.4284659357,0.7328290208,0.1642736401,0.4284659357
731,71029.752125697,71029.752125697,71029.752125697,0.7671049691,0.1948668261,0.4284832162,0.7671049691,0.1948668261,0.4284832162,0.7671049691,0.1948668261,0.4284832162
732,70641.5799013269,70641.5799013269,70641.5799013269,0.7943207363,0.2005292056,0.4285096978,0.7943207363,0.2005292056,0.4285096978,0.7943207363,0.2005292056,0.4285096978
733,70461.9061242051,70461.9061242051,70461.9061242051,0.8206937136,0.1946408602,0.4285361571,0.8206937136,0.1946408602,0.4285361571,0.8206937136,0.1946408602,0.4285361571
734,69758.5841731188,69758.5841731188,69758.5841731188,0.8388369328,0.1448583861,0.4285625937,0.8388369328,0.1448583861,0.4285625937,0.8388369328,0.1448583861,0.4285625937
735,69107.1466282601,69107.1466282601,69107.1466282601,0.8448529314,0.0859667892,0.4285890074,0.8448529314,0.0859667892,0.4285890074,0.8448529314,0.0859667892,0.4285890074
736,68854.4503534845,68854.4503534845,68854.4503534845,0.8507779016,0.0213924555,0.4286153977,0.8507779016,0.0213924555,0.4286153977,0.8507779016,0.0213924555,0.4286153977
737,71714.8184523699,71714.8184523699,71714.8184523699,0.8551022443,0.0006374376,0.4286417645,0.8551022443,0.0006374376,0.4286417645,0.8551022443,0.0006374376,0.4286417645
738,73452.9460609973,73452.9460609973,73452.9460609973,0.8624940356,0,0.4286681073,0.8624940356,0,0.4286681073,0.8624940356,0,0.4286681073
739,71777.2719043106,71777.2719043106,71777.2719043106,0.8508732427,0,0.4286944258,0.8508732427,0,0.4286944258,0.8508732427,0,0.4286944258
740,67612.1070710328,67612.1070710328,67612.1070710328,0.8438466276,0,0.4287207197,0.8438466276,0,0.4287207197,0.8438466276,0,0.4287207197
741,65074.5752775641,65074.5752775641,65074.5752775641,0.8313429956,0,0.4287469887,0.8313429956,0,0.4287469887,0.8313429956,0,0.4287469887
742,63430.6082580166,63430.6082580166,63430.6082580166,0.7971103729,0,0.4287732325,0.7971103729,0,0.4287732325,0.7971103729,0,0.4287732325
743,58913.7824491956,58913.7824491956,58913.7824491956,0.7634138071,0,0.4287994507,0.7634138071,0,0.4287994507,0.7634138071,0,0.4287994507
744,52202.4384214112,52202.4384214112,52202.4384214112,0.7219851525,0,0.428825643,0.7219851525,0,0.428825643,0.7219851525,0,0.428825643
